ACTUAL_DTE,ACTUAL_DTE,latbin,lonbin,WEIGHTED_INCIDENT_SCORE,RANK
2003,2,42.275,-71.765,23,0.03907637655417407
2003,2,42.28,-71.875,1,0.0
2003,2,42.28,-71.845,1,0.0
2003,2,42.28,-71.83500000000001,9,0.014209591474245116
2003,2,42.28,-71.81,35,0.06039076376554174
2003,2,42.28,-71.805,7,0.010657193605683839
2003,2,42.28,-71.8,15,0.024866785079928955
2003,2,42.28,-71.795,61,0.10657193605683836
2003,2,42.28,-71.79,1,0.0
2003,2,42.28,-71.765,1,0.0
2003,2,42.28,-71.76,9,0.014209591474245116
2003,2,42.285000000000004,-71.865,1,0.0
2003,2,42.285000000000004,-71.855,7,0.010657193605683839
2003,2,42.285000000000004,-71.83,12,0.019538188277087035
2003,2,42.285000000000004,-71.82000000000001,7,0.010657193605683839
2003,2,42.285000000000004,-71.815,10,0.015985790408525755
2003,2,42.285000000000004,-71.81,7,0.010657193605683839
2003,2,42.285000000000004,-71.795,8,0.012433392539964477
2003,2,42.285000000000004,-71.775,9,0.014209591474245116
2003,2,42.285000000000004,-71.76,7,0.010657193605683839
2003,2,42.29,-71.855,7,0.010657193605683839
2003,2,42.29,-71.82000000000001,7,0.010657193605683839
2003,2,42.29,-71.81,23,0.03907637655417407
2003,2,42.29,-71.805,32,0.055062166962699825
2003,2,42.29,-71.8,7,0.010657193605683839
2003,2,42.29,-71.795,8,0.012433392539964477
2003,2,42.29,-71.785,7,0.010657193605683839
2003,2,42.29,-71.78,68,0.11900532859680284
2003,2,42.29,-71.775,60,0.10479573712255773
2003,2,42.29,-71.765,7,0.010657193605683839
2003,2,42.295,-71.815,7,0.010657193605683839
2003,2,42.295,-71.81,23,0.03907637655417407
2003,2,42.295,-71.805,97,0.1705150976909414
2003,2,42.295,-71.8,8,0.012433392539964477
2003,2,42.295,-71.795,3,0.003552397868561279
2003,2,42.295,-71.79,25,0.04262877442273535
2003,2,42.295,-71.785,7,0.010657193605683839
2003,2,42.295,-71.78,43,0.07460035523978685
2003,2,42.295,-71.775,21,0.03552397868561279
2003,2,42.295,-71.77,25,0.04262877442273535
2003,2,42.295,-71.765,7,0.010657193605683839
2003,2,42.295,-71.76,1,0.0
2003,2,42.300000000000004,-71.85000000000001,9,0.014209591474245116
2003,2,42.300000000000004,-71.845,1,0.0
2003,2,42.300000000000004,-71.815,5,0.007104795737122557
2003,2,42.300000000000004,-71.81,16,0.026642984014209593
2003,2,42.300000000000004,-71.805,16,0.026642984014209593
2003,2,42.300000000000004,-71.8,23,0.03907637655417407
2003,2,42.300000000000004,-71.785,9,0.014209591474245116
2003,2,42.300000000000004,-71.78,9,0.014209591474245116
2003,2,42.300000000000004,-71.77,20,0.03374777975133215
2003,2,42.300000000000004,-71.765,16,0.026642984014209593
2003,2,42.305,-71.83500000000001,9,0.014209591474245116
2003,2,42.305,-71.805,9,0.014209591474245116
2003,2,42.305,-71.8,2,0.0017761989342806395
2003,2,42.305,-71.795,14,0.023090586145648316
2003,2,42.305,-71.79,1,0.0
2003,2,42.305,-71.78,3,0.003552397868561279
2003,2,42.305,-71.775,114,0.20071047957371227
2003,2,42.305,-71.77,1,0.0
2003,2,42.31,-71.82000000000001,7,0.010657193605683839
2003,2,42.31,-71.8,21,0.03552397868561279
2003,2,42.31,-71.79,8,0.012433392539964477
2003,2,42.31,-71.78,5,0.007104795737122557
2003,2,42.31,-71.77,5,0.007104795737122557
2003,2,42.315,-71.825,7,0.010657193605683839
2003,2,42.315,-71.78,16,0.026642984014209593
2003,2,42.32,-71.795,14,0.023090586145648316
2003,2,42.32,-71.79,1,0.0
2003,2,42.325,-71.81,7,0.010657193605683839
2003,2,42.325,-71.805,17,0.028419182948490232
2003,2,42.325,-71.8,1,0.0
2003,2,42.325,-71.795,7,0.010657193605683839
2003,2,42.33,-71.785,8,0.012433392539964477
2003,2,42.335,-71.79,1,0.0
2003,2,42.365,-71.79,7,0.010657193605683839
2003,3,0.0,0.0,7,0.010657193605683839
2003,3,42.21,-71.8,9,0.014209591474245116
2003,3,42.215,-71.805,5,0.007104795737122557
2003,3,42.215,-71.8,9,0.014209591474245116
2003,3,42.215,-71.785,7,0.010657193605683839
2003,3,42.215,-71.78,7,0.010657193605683839
2003,3,42.22,-71.805,52,0.0905861456483126
2003,3,42.22,-71.79,7,0.010657193605683839
2003,3,42.225,-71.83500000000001,1,0.0
