,Year,latbin,lonbin,WEIGHTED_INCIDENT_SCORE,RANK
1899,2007,42.275,-71.82000000000001,18,0.004562533548040794
1900,2007,42.275,-71.815,85,0.02254428341384863
1901,2007,42.275,-71.81,80,0.021202361782071924
1902,2007,42.275,-71.805,136,0.036231884057971016
1903,2007,42.275,-71.8,373,0.0998389694041868
1904,2007,42.275,-71.795,1117,0.2995169082125604
1905,2007,42.275,-71.79,401,0.10735373054213634
1906,2007,42.275,-71.785,72,0.019055287171229198
1907,2007,42.275,-71.78,106,0.02818035426731079
1908,2007,42.275,-71.77,66,0.017444981213097153
1909,2007,42.275,-71.765,74,0.019592055823939882
1910,2007,42.28,-71.88,28,0.007246376811594203
1911,2007,42.28,-71.875,46,0.012077294685990338
1912,2007,42.28,-71.87,65,0.017176596886741814
1913,2007,42.28,-71.865,56,0.014761137949543748
1914,2007,42.28,-71.86,35,0.00912506709608159
1915,2007,42.28,-71.855,35,0.00912506709608159
1916,2007,42.28,-71.85000000000001,137,0.03650026838432635
1917,2007,42.28,-71.845,40,0.010466988727858293
1918,2007,42.28,-71.83500000000001,38,0.009930220075147612
1919,2007,42.28,-71.83,14,0.0034889962426194313
1920,2007,42.28,-71.825,28,0.007246376811594203
1921,2007,42.28,-71.82000000000001,54,0.014224369296833066
1922,2007,42.28,-71.815,193,0.05152979066022544
1923,2007,42.28,-71.81,384,0.10279119699409554
1924,2007,42.28,-71.805,255,0.06816961889425657
1925,2007,42.28,-71.8,144,0.03837895866881374
1926,2007,42.28,-71.795,1167,0.31293612453032743
1927,2007,42.28,-71.79,161,0.04294149221685453
1928,2007,42.28,-71.78,49,0.01288244766505636
1929,2007,42.28,-71.765,206,0.055018786902844875
1930,2007,42.28,-71.76,16,0.004025764895330112
1931,2007,42.285000000000004,-71.86,14,0.0034889962426194313
1932,2007,42.285000000000004,-71.855,9,0.0021470746108427268
1933,2007,42.285000000000004,-71.85000000000001,19,0.004830917874396135
1934,2007,42.285000000000004,-71.845,22,0.005636070853462158
1935,2007,42.285000000000004,-71.83500000000001,44,0.011540526033279657
1936,2007,42.285000000000004,-71.83,26,0.006709608158883521
1937,2007,42.285000000000004,-71.825,28,0.007246376811594203
1938,2007,42.285000000000004,-71.82000000000001,36,0.00939345142243693
1939,2007,42.285000000000004,-71.815,40,0.010466988727858293
1940,2007,42.285000000000004,-71.81,284,0.07595276435856146
1941,2007,42.285000000000004,-71.805,269,0.07192699946323135
1942,2007,42.285000000000004,-71.795,344,0.0920558239398819
1943,2007,42.285000000000004,-71.79,227,0.06065485775630703
1944,2007,42.285000000000004,-71.78,43,0.011272141706924315
1945,2007,42.285000000000004,-71.775,19,0.004830917874396135
1946,2007,42.285000000000004,-71.765,96,0.02549651100375738
1947,2007,42.285000000000004,-71.76,16,0.004025764895330112
1948,2007,42.29,-71.865,14,0.0034889962426194313
1949,2007,42.29,-71.86,21,0.0053676865271068165
1950,2007,42.29,-71.85000000000001,9,0.0021470746108427268
1951,2007,42.29,-71.845,40,0.010466988727858293
1952,2007,42.29,-71.84,28,0.007246376811594203
1953,2007,42.29,-71.83500000000001,21,0.0053676865271068165
1954,2007,42.29,-71.825,10,0.0024154589371980675
1955,2007,42.29,-71.82000000000001,53,0.013955984970477725
1956,2007,42.29,-71.815,164,0.04374664519592056
1957,2007,42.29,-71.81,411,0.11003757380568975
1958,2007,42.29,-71.805,313,0.08373590982286634
1959,2007,42.29,-71.8,88,0.023349436392914653
1960,2007,42.29,-71.795,139,0.037037037037037035
1961,2007,42.29,-71.79,52,0.013687600644122383
1962,2007,42.29,-71.785,78,0.020665593129361243
1963,2007,42.29,-71.78,801,0.2147074610842727
1964,2007,42.29,-71.775,772,0.2069243156199678
1965,2007,42.29,-71.765,75,0.01986044015029522
1966,2007,42.29,-71.76,16,0.004025764895330112
1967,2007,42.295,-71.86,14,0.0034889962426194313
1968,2007,42.295,-71.85000000000001,5,0.0010735373054213634
1969,2007,42.295,-71.845,10,0.0024154589371980675
1970,2007,42.295,-71.84,24,0.006172839506172839
1971,2007,42.295,-71.83500000000001,23,0.005904455179817498
1972,2007,42.295,-71.83,9,0.0021470746108427268
1973,2007,42.295,-71.825,14,0.0034889962426194313
1974,2007,42.295,-71.82000000000001,53,0.013955984970477725
1975,2007,42.295,-71.81,98,0.02603327965646806
1976,2007,42.295,-71.805,895,0.23993558776167473
1977,2007,42.295,-71.8,56,0.014761137949543748
1978,2007,42.295,-71.795,22,0.005636070853462158
1979,2007,42.295,-71.79,283,0.07568438003220612
1980,2007,42.295,-71.785,77,0.020397208803005905
1981,2007,42.295,-71.78,692,0.18545356951154052
1982,2007,42.295,-71.775,268,0.071658615136876
1983,2007,42.295,-71.77,572,0.1532474503488996
1984,2007,42.295,-71.765,142,0.03784219001610306
1985,2007,42.295,-71.76,75,0.01986044015029522
1986,2007,42.300000000000004,-71.845,7,0.0016103059581320453
1987,2007,42.300000000000004,-71.84,21,0.0053676865271068165
1988,2007,42.300000000000004,-71.83500000000001,28,0.007246376811594203
1989,2007,42.300000000000004,-71.83,46,0.012077294685990338
1990,2007,42.300000000000004,-71.825,49,0.01288244766505636
1991,2007,42.300000000000004,-71.82000000000001,29,0.007514761137949543
1992,2007,42.300000000000004,-71.815,16,0.004025764895330112
1993,2007,42.300000000000004,-71.81,70,0.018518518518518517
1994,2007,42.300000000000004,-71.805,126,0.0335480407944176
1995,2007,42.300000000000004,-71.8,281,0.07514761137949544
1996,2007,42.300000000000004,-71.795,97,0.02576489533011272
1997,2007,42.300000000000004,-71.79,77,0.020397208803005905
1998,2007,42.300000000000004,-71.785,42,0.011003757380568975
1999,2007,42.300000000000004,-71.78,602,0.16129898013955984
2000,2007,42.300000000000004,-71.775,253,0.06763285024154589
2001,2007,42.300000000000004,-71.77,708,0.189747718733226
2002,2007,42.300000000000004,-71.765,369,0.09876543209876543
2003,2007,42.305,-71.845,21,0.0053676865271068165
2004,2007,42.305,-71.84,9,0.0021470746108427268
2005,2007,42.305,-71.83500000000001,43,0.011272141706924315
2006,2007,42.305,-71.83,35,0.00912506709608159
2007,2007,42.305,-71.825,21,0.0053676865271068165
2008,2007,42.305,-71.82000000000001,10,0.0024154589371980675
2009,2007,42.305,-71.815,25,0.00644122383252818
2010,2007,42.305,-71.805,97,0.02576489533011272
2011,2007,42.305,-71.8,324,0.08668813741277509
2012,2007,42.305,-71.795,114,0.030327428878153515
2013,2007,42.305,-71.79,66,0.017444981213097153
2014,2007,42.305,-71.785,149,0.03972088030059044
2015,2007,42.305,-71.78,47,0.01234567901234568
2016,2007,42.305,-71.775,957,0.2565754159957058
2017,2007,42.305,-71.77,73,0.01932367149758454
2018,2007,42.31,-71.83500000000001,21,0.0053676865271068165
2019,2007,42.31,-71.83,30,0.007783145464304884
2020,2007,42.31,-71.825,7,0.0016103059581320453
2021,2007,42.31,-71.82000000000001,68,0.017981749865807837
2022,2007,42.31,-71.815,22,0.005636070853462158
2023,2007,42.31,-71.805,175,0.04669887278582931
2024,2007,42.31,-71.8,182,0.048577563070316694
2025,2007,42.31,-71.795,31,0.008051529790660227
2026,2007,42.31,-71.79,87,0.02308105206655931
2027,2007,42.31,-71.785,77,0.020397208803005905
2028,2007,42.31,-71.78,106,0.02818035426731079
2029,2007,42.31,-71.775,34,0.00885668276972625
2030,2007,42.315,-71.825,35,0.00912506709608159
2031,2007,42.315,-71.82000000000001,23,0.005904455179817498
2032,2007,42.315,-71.815,38,0.009930220075147612
2033,2007,42.315,-71.81,7,0.0016103059581320453
2034,2007,42.315,-71.805,142,0.03784219001610306
2035,2007,42.315,-71.8,179,0.04777241009125067
2036,2007,42.315,-71.795,193,0.05152979066022544
2037,2007,42.315,-71.79,59,0.01556629092860977
2038,2007,42.315,-71.785,14,0.0034889962426194313
2039,2007,42.315,-71.78,181,0.04830917874396135
2040,2007,42.315,-71.775,19,0.004830917874396135
2041,2007,42.32,-71.81,18,0.004562533548040794
2042,2007,42.32,-71.805,7,0.0016103059581320453
2043,2007,42.32,-71.8,64,0.016908212560386472
2044,2007,42.32,-71.795,179,0.04777241009125067
2045,2007,42.32,-71.79,16,0.004025764895330112
2046,2007,42.32,-71.785,14,0.0034889962426194313
2047,2007,42.325,-71.81,18,0.004562533548040794
2048,2007,42.325,-71.805,118,0.03140096618357488
2049,2007,42.325,-71.8,126,0.0335480407944176
2050,2007,42.325,-71.795,189,0.05045625335480408
2051,2007,42.325,-71.785,3,0.0005367686527106817
2052,2007,42.33,-71.82000000000001,7,0.0016103059581320453
2053,2007,42.33,-71.8,60,0.015834675254965107
2054,2007,42.33,-71.795,91,0.024154589371980676
2055,2007,42.33,-71.79,42,0.011003757380568975
2056,2007,42.33,-71.785,12,0.0029522275899087494
2057,2007,42.335,-71.8,9,0.0021470746108427268
2058,2007,42.335,-71.795,28,0.007246376811594203
2059,2007,42.335,-71.79,86,0.02281266774020397
2060,2008,0.0,0.0,78,0.020665593129361243
2061,2008,38.94,-77.025,23,0.005904455179817498
2062,2008,42.21,-71.8,227,0.06065485775630703
2063,2008,42.21,-71.795,40,0.010466988727858293
2064,2008,42.21,-71.79,7,0.0016103059581320453
2065,2008,42.215,-71.805,39,0.010198604401502952
2066,2008,42.215,-71.8,174,0.046430488459473965
2067,2008,42.215,-71.785,43,0.011272141706924315
2068,2008,42.22,-71.81,7,0.0016103059581320453
2069,2008,42.22,-71.805,229,0.061191626409017714
2070,2008,42.22,-71.8,128,0.034084809447128286
2071,2008,42.22,-71.795,21,0.0053676865271068165
2072,2008,42.22,-71.785,59,0.01556629092860977
2073,2008,42.22,-71.775,16,0.004025764895330112
2074,2008,42.225,-71.86,9,0.0021470746108427268
2075,2008,42.225,-71.855,19,0.004830917874396135
2076,2008,42.225,-71.85000000000001,58,0.015297906602254429
2077,2008,42.225,-71.845,23,0.005904455179817498
2078,2008,42.225,-71.81,31,0.008051529790660227
2079,2008,42.225,-71.805,121,0.0322061191626409
2080,2008,42.225,-71.8,181,0.04830917874396135
2081,2008,42.225,-71.795,104,0.027643585614600105
2082,2008,42.225,-71.79,74,0.019592055823939882
2083,2008,42.225,-71.785,7,0.0016103059581320453
2084,2008,42.225,-71.765,37,0.009661835748792272
2085,2008,42.225,-71.76,108,0.02871712292002147
2086,2008,42.225,-71.755,7,0.0016103059581320453
2087,2008,42.230000000000004,-71.86,16,0.004025764895330112
2088,2008,42.230000000000004,-71.855,73,0.01932367149758454
2089,2008,42.230000000000004,-71.85000000000001,299,0.07997852925389157
2090,2008,42.230000000000004,-71.845,21,0.0053676865271068165
2091,2008,42.230000000000004,-71.84,97,0.02576489533011272
2092,2008,42.230000000000004,-71.83500000000001,23,0.005904455179817498
2093,2008,42.230000000000004,-71.83,19,0.004830917874396135
2094,2008,42.230000000000004,-71.825,26,0.006709608158883521
2095,2008,42.230000000000004,-71.82000000000001,147,0.039184111647879764
2096,2008,42.230000000000004,-71.815,14,0.0034889962426194313
2097,2008,42.230000000000004,-71.81,91,0.024154589371980676
2098,2008,42.230000000000004,-71.805,25,0.00644122383252818
2099,2008,42.230000000000004,-71.8,298,0.07971014492753623
2100,2008,42.230000000000004,-71.795,333,0.08910359634997315
2101,2008,42.230000000000004,-71.79,110,0.02925389157273215
2102,2008,42.230000000000004,-71.785,7,0.0016103059581320453
2103,2008,42.230000000000004,-71.78,11,0.0026838432635534087
2104,2008,42.230000000000004,-71.77,37,0.009661835748792272
2105,2008,42.230000000000004,-71.765,33,0.008588298443370907
2106,2008,42.230000000000004,-71.76,80,0.021202361782071924
2107,2008,42.230000000000004,-71.755,45,0.011808910359634998
2108,2008,42.230000000000004,-71.75,23,0.005904455179817498
2109,2008,42.235,-71.865,3,0.0005367686527106817
2110,2008,42.235,-71.86,114,0.030327428878153515
2111,2008,42.235,-71.855,201,0.053676865271068165
2112,2008,42.235,-71.85000000000001,189,0.05045625335480408
2113,2008,42.235,-71.845,200,0.05340848094471283
2114,2008,42.235,-71.84,42,0.011003757380568975
2115,2008,42.235,-71.83500000000001,51,0.013419216317767043
2116,2008,42.235,-71.83,3,0.0005367686527106817
2117,2008,42.235,-71.82000000000001,52,0.013687600644122383
2118,2008,42.235,-71.815,206,0.055018786902844875
2119,2008,42.235,-71.81,82,0.021739130434782608
2120,2008,42.235,-71.805,75,0.01986044015029522
2121,2008,42.235,-71.8,288,0.07702630166398282
2122,2008,42.235,-71.795,83,0.022007514761137947
2123,2008,42.235,-71.79,76,0.020128824476650563
2124,2008,42.235,-71.785,35,0.00912506709608159
2125,2008,42.235,-71.775,9,0.0021470746108427268
2126,2008,42.235,-71.77,58,0.015297906602254429
2127,2008,42.235,-71.765,51,0.013419216317767043
2128,2008,42.235,-71.76,51,0.013419216317767043
2129,2008,42.235,-71.755,177,0.04723564143853999
2130,2008,42.235,-71.75,228,0.06092324208266237
2131,2008,42.235,-71.745,21,0.0053676865271068165
2132,2008,42.235,-71.74,24,0.006172839506172839
2133,2008,42.24,-71.865,210,0.05609232420826624
2134,2008,42.24,-71.86,44,0.011540526033279657
2135,2008,42.24,-71.855,211,0.05636070853462158
2136,2008,42.24,-71.85000000000001,403,0.10789049919484701
2137,2008,42.24,-71.845,951,0.2549651100375738
2138,2008,42.24,-71.84,229,0.061191626409017714
2139,2008,42.24,-71.83500000000001,373,0.0998389694041868
2140,2008,42.24,-71.83,896,0.24020397208803007
2141,2008,42.24,-71.825,565,0.15136876006441224
2142,2008,42.24,-71.82000000000001,522,0.1398282340311326
2143,2008,42.24,-71.815,538,0.14412238325281804
2144,2008,42.24,-71.81,239,0.06387546967257111
2145,2008,42.24,-71.805,303,0.08105206655931294
2146,2008,42.24,-71.8,861,0.23081052066559313
2147,2008,42.24,-71.795,404,0.10815888352120236
2148,2008,42.24,-71.79,163,0.043478260869565216
2149,2008,42.24,-71.785,55,0.014492753623188406
2150,2008,42.24,-71.78,21,0.0053676865271068165
2151,2008,42.24,-71.775,70,0.018518518518518517
2152,2008,42.24,-71.77,77,0.020397208803005905
2153,2008,42.24,-71.765,70,0.018518518518518517
2154,2008,42.24,-71.76,255,0.06816961889425657
2155,2008,42.24,-71.755,110,0.02925389157273215
2156,2008,42.24,-71.75,63,0.01663982823403113
2157,2008,42.24,-71.745,59,0.01556629092860977
2158,2008,42.24,-71.74,65,0.017176596886741814
2159,2008,42.245,-71.865,14,0.0034889962426194313
2160,2008,42.245,-71.86,86,0.02281266774020397
2161,2008,42.245,-71.855,123,0.03274288781535158
2162,2008,42.245,-71.85000000000001,78,0.020665593129361243
2163,2008,42.245,-71.845,182,0.048577563070316694
2164,2008,42.245,-71.84,306,0.08185721953837896
2165,2008,42.245,-71.83500000000001,738,0.1977992485238862
2166,2008,42.245,-71.83,1144,0.30676328502415456
2167,2008,42.245,-71.825,822,0.22034353193773484
2168,2008,42.245,-71.82000000000001,1032,0.2767042404723564
2169,2008,42.245,-71.815,334,0.0893719806763285
2170,2008,42.245,-71.81,305,0.08158883521202362
2171,2008,42.245,-71.805,392,0.10493827160493827
2172,2008,42.245,-71.8,984,0.26382179280730006
2173,2008,42.245,-71.795,313,0.08373590982286634
2174,2008,42.245,-71.79,428,0.11460010735373054
2175,2008,42.245,-71.785,114,0.030327428878153515
2176,2008,42.245,-71.78,169,0.04508856682769726
2177,2008,42.245,-71.775,154,0.04106280193236715
2178,2008,42.245,-71.77,93,0.024691358024691357
2179,2008,42.245,-71.765,435,0.11647879763821793
2180,2008,42.245,-71.76,106,0.02818035426731079
2181,2008,42.245,-71.755,54,0.014224369296833066
2182,2008,42.245,-71.75,7,0.0016103059581320453
2183,2008,42.25,-71.865,38,0.009930220075147612
2184,2008,42.25,-71.86,142,0.03784219001610306
2185,2008,42.25,-71.855,79,0.020933977455716585
2186,2008,42.25,-71.85000000000001,180,0.04804079441760601
2187,2008,42.25,-71.845,53,0.013955984970477725
2188,2008,42.25,-71.84,241,0.0644122383252818
2189,2008,42.25,-71.83500000000001,709,0.19001610305958133
2190,2008,42.25,-71.83,973,0.2608695652173913
2191,2008,42.25,-71.825,762,0.20424047235641438
2192,2008,42.25,-71.82000000000001,1148,0.30783682232957593
2193,2008,42.25,-71.815,1098,0.2944176060118089
2194,2008,42.25,-71.81,304,0.08132045088566828
2195,2008,42.25,-71.805,883,0.23671497584541062
2196,2008,42.25,-71.8,1601,0.4294149221685454
2197,2008,42.25,-71.795,1155,0.3097155126140633
2198,2008,42.25,-71.79,1177,0.31561996779388085
2199,2008,42.25,-71.785,699,0.1873322597960279
2200,2008,42.25,-71.78,537,0.1438539989264627
2201,2008,42.25,-71.775,244,0.06521739130434782
2202,2008,42.25,-71.77,110,0.02925389157273215
2203,2008,42.25,-71.765,134,0.03569511540526033
2204,2008,42.25,-71.76,98,0.02603327965646806
2205,2008,42.25,-71.755,44,0.011540526033279657
2206,2008,42.25,-71.75,7,0.0016103059581320453
2207,2008,42.255,-71.87,7,0.0016103059581320453
2208,2008,42.255,-71.86,35,0.00912506709608159
2209,2008,42.255,-71.855,542,0.1451959205582394
2210,2008,42.255,-71.85000000000001,137,0.03650026838432635
2211,2008,42.255,-71.845,7,0.0016103059581320453
2212,2008,42.255,-71.84,115,0.030595813204508854
2213,2008,42.255,-71.83500000000001,145,0.03864734299516908
2214,2008,42.255,-71.83,420,0.11245303274288782
2215,2008,42.255,-71.825,1331,0.3569511540526033
2216,2008,42.255,-71.82000000000001,1290,0.34594739667203434
2217,2008,42.255,-71.815,1952,0.52361782071927
2218,2008,42.255,-71.81,2206,0.5917874396135265
2219,2008,42.255,-71.805,614,0.16451959205582395
2220,2008,42.255,-71.8,1397,0.3746645195920558
2221,2008,42.255,-71.795,548,0.14680622651637143
2222,2008,42.255,-71.79,1041,0.2791196994095545
2223,2008,42.255,-71.785,553,0.14814814814814814
2224,2008,42.255,-71.78,323,0.08641975308641975
2225,2008,42.255,-71.775,110,0.02925389157273215
2226,2008,42.255,-71.77,224,0.05984970477724101
2227,2008,42.255,-71.765,142,0.03784219001610306
2228,2008,42.255,-71.76,7,0.0016103059581320453
2229,2008,42.26,-71.855,33,0.008588298443370907
2230,2008,42.26,-71.85000000000001,80,0.021202361782071924
2231,2008,42.26,-71.845,51,0.013419216317767043
2232,2008,42.26,-71.84,139,0.037037037037037035
2233,2008,42.26,-71.83500000000001,450,0.12050456253354803
2234,2008,42.26,-71.83,274,0.07326892109500804
2235,2008,42.26,-71.825,664,0.17793880837359097
2236,2008,42.26,-71.82000000000001,1253,0.33601717659688674
2237,2008,42.26,-71.815,1708,0.4581320450885668
2238,2008,42.26,-71.81,1663,0.44605475040257647
2239,2008,42.26,-71.805,3532,0.9476650563607085
2240,2008,42.26,-71.8,620,0.16612989801395597
2241,2008,42.26,-71.795,553,0.14814814814814814
2242,2008,42.26,-71.79,483,0.12936124530327428
2243,2008,42.26,-71.785,263,0.0703166935050993
2244,2008,42.26,-71.78,87,0.02308105206655931
2245,2008,42.26,-71.775,46,0.012077294685990338
2246,2008,42.26,-71.77,158,0.04213633923778851
2247,2008,42.26,-71.765,28,0.007246376811594203
2248,2008,42.26,-71.76,37,0.009661835748792272
2249,2008,42.26,-71.755,16,0.004025764895330112
2250,2008,42.265,-71.875,7,0.0016103059581320453
2251,2008,42.265,-71.855,14,0.0034889962426194313
2252,2008,42.265,-71.85000000000001,37,0.009661835748792272
2253,2008,42.265,-71.845,46,0.012077294685990338
2254,2008,42.265,-71.84,191,0.05099302200751476
2255,2008,42.265,-71.83500000000001,187,0.0499194847020934
2256,2008,42.265,-71.83,313,0.08373590982286634
2257,2008,42.265,-71.825,86,0.02281266774020397
2258,2008,42.265,-71.82000000000001,261,0.06977992485238863
2259,2008,42.265,-71.815,1043,0.2796564680622652
2260,2008,42.265,-71.81,1280,0.3432635534084809
2261,2008,42.265,-71.805,2090,0.5606548577563071
2262,2008,42.265,-71.8,1526,0.4092860976918948
2263,2008,42.265,-71.795,783,0.20987654320987653
2264,2008,42.265,-71.79,563,0.15083199141170156
2265,2008,42.265,-71.785,552,0.1478797638217928
2266,2008,42.265,-71.78,300,0.08024691358024691
2267,2008,42.265,-71.775,160,0.04267310789049919
2268,2008,42.265,-71.77,108,0.02871712292002147
2269,2008,42.265,-71.765,63,0.01663982823403113
2270,2008,42.265,-71.76,150,0.039989264626945784
2271,2008,42.27,-71.86,7,0.0016103059581320453
2272,2008,42.27,-71.855,233,0.062265163714439076
2273,2008,42.27,-71.85000000000001,144,0.03837895866881374
2274,2008,42.27,-71.845,61,0.01610305958132045
2275,2008,42.27,-71.84,113,0.030059044551798173
2276,2008,42.27,-71.83500000000001,232,0.061996779388083734
2277,2008,42.27,-71.83,155,0.04133118625872249
2278,2008,42.27,-71.825,118,0.03140096618357488
2279,2008,42.27,-71.82000000000001,508,0.1360708534621578
2280,2008,42.27,-71.815,238,0.06360708534621579
2281,2008,42.27,-71.81,614,0.16451959205582395
2282,2008,42.27,-71.805,785,0.21041331186258722
2283,2008,42.27,-71.8,734,0.19672571121846483
2284,2008,42.27,-71.795,873,0.2340311325818572
2285,2008,42.27,-71.79,1097,0.29414922168545354
2286,2008,42.27,-71.785,230,0.06146001073537305
2287,2008,42.27,-71.78,208,0.05555555555555555
2288,2008,42.27,-71.775,216,0.05770263016639828
2289,2008,42.27,-71.77,224,0.05984970477724101
2290,2008,42.27,-71.765,254,0.06790123456790123
2291,2008,42.27,-71.76,154,0.04106280193236715
2292,2008,42.275,-71.885,7,0.0016103059581320453
2293,2008,42.275,-71.88,14,0.0034889962426194313
2294,2008,42.275,-71.875,23,0.005904455179817498
2295,2008,42.275,-71.865,18,0.004562533548040794
2296,2008,42.275,-71.86,49,0.01288244766505636
2297,2008,42.275,-71.855,323,0.08641975308641975
2298,2008,42.275,-71.85000000000001,254,0.06790123456790123
2299,2008,42.275,-71.845,145,0.03864734299516908
2300,2008,42.275,-71.84,60,0.015834675254965107
2301,2008,42.275,-71.83500000000001,131,0.034889962426194306
2302,2008,42.275,-71.83,103,0.027375201288244767
2303,2008,42.275,-71.825,24,0.006172839506172839
2304,2008,42.275,-71.82000000000001,88,0.023349436392914653
2305,2008,42.275,-71.815,42,0.011003757380568975
2306,2008,42.275,-71.81,116,0.030864197530864196
2307,2008,42.275,-71.805,137,0.03650026838432635
2308,2008,42.275,-71.8,322,0.0861513687600644
2309,2008,42.275,-71.795,1207,0.32367149758454106
2310,2008,42.275,-71.79,505,0.13526570048309178
2311,2008,42.275,-71.785,156,0.04159957058507783
2312,2008,42.275,-71.78,118,0.03140096618357488
2313,2008,42.275,-71.77,63,0.01663982823403113
2314,2008,42.275,-71.765,25,0.00644122383252818
2315,2008,42.275,-71.76,7,0.0016103059581320453
2316,2008,42.28,-71.885,9,0.0021470746108427268
2317,2008,42.28,-71.88,76,0.020128824476650563
2318,2008,42.28,-71.875,62,0.01637144390767579
2319,2008,42.28,-71.87,37,0.009661835748792272
2320,2008,42.28,-71.865,29,0.007514761137949543
2321,2008,42.28,-71.86,33,0.008588298443370907
2322,2008,42.28,-71.855,56,0.014761137949543748
2323,2008,42.28,-71.85000000000001,132,0.03515834675254965
2324,2008,42.28,-71.845,16,0.004025764895330112
2325,2008,42.28,-71.84,12,0.0029522275899087494
2326,2008,42.28,-71.83500000000001,60,0.015834675254965107
2327,2008,42.28,-71.83,28,0.007246376811594203
2328,2008,42.28,-71.825,33,0.008588298443370907
2329,2008,42.28,-71.82000000000001,60,0.015834675254965107
2330,2008,42.28,-71.815,101,0.026838432635534083
2331,2008,42.28,-71.81,471,0.1261406333870102
2332,2008,42.28,-71.805,417,0.11164787976382179
2333,2008,42.28,-71.8,103,0.027375201288244767
2334,2008,42.28,-71.795,1043,0.2796564680622652
2335,2008,42.28,-71.79,237,0.06333870101986044
2336,2008,42.28,-71.78,14,0.0034889962426194313
2337,2008,42.28,-71.765,192,0.0512614063338701
2338,2008,42.28,-71.76,7,0.0016103059581320453
2339,2008,42.285000000000004,-71.865,7,0.0016103059581320453
2340,2008,42.285000000000004,-71.855,14,0.0034889962426194313
2341,2008,42.285000000000004,-71.85000000000001,48,0.01261406333870102
2342,2008,42.285000000000004,-71.845,31,0.008051529790660227
2343,2008,42.285000000000004,-71.84,24,0.006172839506172839
2344,2008,42.285000000000004,-71.83500000000001,28,0.007246376811594203
2345,2008,42.285000000000004,-71.83,27,0.006977992485238862
2346,2008,42.285000000000004,-71.825,37,0.009661835748792272
2347,2008,42.285000000000004,-71.82000000000001,77,0.020397208803005905
2348,2008,42.285000000000004,-71.815,54,0.014224369296833066
2349,2008,42.285000000000004,-71.81,454,0.1215780998389694
2350,2008,42.285000000000004,-71.805,284,0.07595276435856146
2351,2008,42.285000000000004,-71.8,7,0.0016103059581320453
2352,2008,42.285000000000004,-71.795,402,0.10762211486849167
2353,2008,42.285000000000004,-71.79,213,0.056897477187332256
2354,2008,42.285000000000004,-71.78,32,0.008319914117015567
2355,2008,42.285000000000004,-71.775,38,0.009930220075147612
2356,2008,42.285000000000004,-71.765,51,0.013419216317767043
2357,2008,42.285000000000004,-71.76,19,0.004830917874396135
2358,2008,42.29,-71.865,52,0.013687600644122383
2359,2008,42.29,-71.86,9,0.0021470746108427268
2360,2008,42.29,-71.855,16,0.004025764895330112
2361,2008,42.29,-71.85000000000001,14,0.0034889962426194313
2362,2008,42.29,-71.845,5,0.0010735373054213634
2363,2008,42.29,-71.84,21,0.0053676865271068165
2364,2008,42.29,-71.83500000000001,14,0.0034889962426194313
2365,2008,42.29,-71.825,13,0.00322061191626409
2366,2008,42.29,-71.82000000000001,87,0.02308105206655931
2367,2008,42.29,-71.815,180,0.04804079441760601
2368,2008,42.29,-71.81,376,0.10064412238325282
2369,2008,42.29,-71.805,315,0.08427267847557703
2370,2008,42.29,-71.8,73,0.01932367149758454
2371,2008,42.29,-71.795,131,0.034889962426194306
2372,2008,42.29,-71.79,134,0.03569511540526033
2373,2008,42.29,-71.785,49,0.01288244766505636
2374,2008,42.29,-71.78,542,0.1451959205582394
2375,2008,42.29,-71.775,740,0.19833601717659688
2376,2008,42.29,-71.765,121,0.0322061191626409
2377,2008,42.29,-71.76,28,0.007246376811594203
2378,2008,42.295,-71.845,17,0.0042941492216854536
2379,2008,42.295,-71.84,17,0.0042941492216854536
2380,2008,42.295,-71.825,28,0.007246376811594203
2381,2008,42.295,-71.82000000000001,37,0.009661835748792272
2382,2008,42.295,-71.815,12,0.0029522275899087494
2383,2008,42.295,-71.81,154,0.04106280193236715
2384,2008,42.295,-71.805,906,0.24288781535158346
2385,2008,42.295,-71.8,63,0.01663982823403113
2386,2008,42.295,-71.795,63,0.01663982823403113
2387,2008,42.295,-71.79,272,0.07273215244229737
2388,2008,42.295,-71.785,37,0.009661835748792272
2389,2008,42.295,-71.78,592,0.15861513687600645
2390,2008,42.295,-71.775,180,0.04804079441760601
2391,2008,42.295,-71.77,467,0.12506709608158884
2392,2008,42.295,-71.765,93,0.024691358024691357
2393,2008,42.295,-71.76,26,0.006709608158883521
2394,2008,42.300000000000004,-71.85000000000001,7,0.0016103059581320453
2395,2008,42.300000000000004,-71.845,21,0.0053676865271068165
2396,2008,42.300000000000004,-71.84,14,0.0034889962426194313
2397,2008,42.300000000000004,-71.83500000000001,73,0.01932367149758454
2398,2008,42.300000000000004,-71.83,33,0.008588298443370907
2399,2008,42.300000000000004,-71.825,52,0.013687600644122383
2400,2008,42.300000000000004,-71.82000000000001,73,0.01932367149758454
2401,2008,42.300000000000004,-71.815,17,0.0042941492216854536
2402,2008,42.300000000000004,-71.81,188,0.05018786902844874
2403,2008,42.300000000000004,-71.805,105,0.027911969940955447
2404,2008,42.300000000000004,-71.8,340,0.09098228663446055
2405,2008,42.300000000000004,-71.795,129,0.03435319377348363
2406,2008,42.300000000000004,-71.79,77,0.020397208803005905
2407,2008,42.300000000000004,-71.785,100,0.026570048309178744
