Year,P_INCID_NO,ACTUAL_DTE,PRIMARY_STREET_NUM,PRIMARY_STREET_NAME,PRIMARY_CITY,PRIMARY_STATE_CD,PRIMARY_ZIP_CD,PRIMARY_ADDR_NO,LATITUDE,LONGITUDE,IBR_TYPE,IBR_TYPE_DESC
2014,2014000000013,1/1/2014 0:29:00,69,WOODLAND ST,Worcester,MA,01610,2003000008423,42.255327,-71.818164,220,Burglary/Breaking & Entering
2014,2014000000013,1/1/2014 0:29:00,69,WOODLAND ST,Worcester,MA,01610,2003000008423,42.255327,-71.818164,290,Destruction/Damage/Vandalism of Property
2014,2014000000020,1/1/2014 0:47:00,1,STERLING ST,Worcester,MA,01610,2001000004656,42.248943,-71.79725,290,Destruction/Damage/Vandalism of Property
2014,2014000000020,1/1/2014 0:47:00,1,STERLING ST,Worcester,MA,01610,2001000004656,42.248943,-71.79725,13B,Simple Assault
2014,2014000000039,1/1/2014 1:12:00,43,AETNA ST,Worcester,MA,01604,2003000012002,42.253869,-71.787698,290,Destruction/Damage/Vandalism of Property
2014,2014000000046,1/1/2014 1:27:00,50,ORIOL DR,Worcester,MA,01605,2002000001037,42.295912,-71.767972,90N,Resisting Arrest
2014,2014000000046,1/1/2014 1:27:00,50,ORIOL DR,Worcester,MA,01605,2002000001037,42.295912,-71.767972,13A,Aggravated Assault
2014,2014000000056,1/1/2014 1:52:00,16,INGALLS ST,Worcester,MA,01604,2003000002123,42.254086,-71.7958,13A,Aggravated Assault
2014,2014000000057,1/1/2014 1:52:00,261,MAIN ST,Worcester,MA,01608,2002000000768,42.266744,-71.800812,35A,Drug/Narcotic Violations
2014,2014000000057,1/1/2014 1:52:00,261,MAIN ST,Worcester,MA,01608,2002000000768,42.266744,-71.800812,90J,Trespass of Real Property
2014,2014000000057,1/1/2014 1:52:00,261,MAIN ST,Worcester,MA,01608,2002000000768,42.266744,-71.800812,90C,Disorderly Conduct
2014,2014000000057,1/1/2014 1:52:00,261,MAIN ST,Worcester,MA,01608,2002000000768,42.266744,-71.800812,13B,Simple Assault
2014,2014000000065,1/1/2014 2:03:00,261,MAIN ST,Worcester,MA,01608,2002000000768,42.266744,-71.800812,90C,Disorderly Conduct
2014,2014000000065,1/1/2014 2:03:00,261,MAIN ST,Worcester,MA,01608,2002000000768,42.266744,-71.800812,90J,Trespass of Real Property
2014,2014000000079,1/1/2014 2:27:00,6,LIBRARY LN,Worcester,MA,01608,2003000003682,42.25936,-71.800623,13A,Aggravated Assault
2014,2014000000086,1/1/2014 2:47:00,41,BARCLAY ST,Worcester,MA,01604,2003000010516,42.253252,-71.788751,13B,Simple Assault
2014,2014000000093,1/1/2014 3:11:00,60,SUFFOLK ST,Worcester,MA,01604,2006000004839,42.257627,-71.787389,290,Destruction/Damage/Vandalism of Property
2014,2014000000094,1/1/2014 3:16:00,427,PARK AV,Worcester,MA,01610,2006000003287,42.255795,-71.824451,290,Destruction/Damage/Vandalism of Property
2014,2014000000094,1/1/2014 3:16:00,427,PARK AV,Worcester,MA,01610,2006000003287,42.255795,-71.824451,13B,Simple Assault
2014,2014000000118,1/1/2014 5:32:00,222,INGLESIDE AV,Worcester,MA,01604,2003000012507,42.251499,-71.779998,90C,Disorderly Conduct
2014,2014000000118,1/1/2014 5:32:00,222,INGLESIDE AV,Worcester,MA,01604,2003000012507,42.251499,-71.779998,13B,Simple Assault
2014,2014000000124,1/1/2014 5:49:00,41,GARDNER ST,Worcester,MA,01610,2001000003371,42.250504,-71.816656,40A,Prostitution
2014,2014000000126,1/1/2014 6:14:00,1,LAGRANGE ST,Worcester,MA,01610,2001000004614,42.25648,-71.810436,40A,Prostitution
2014,2014000000127,1/1/2014 6:21:00,21,OSCEOLA AV,Worcester,MA,01606,2003000006153,42.308662,-71.781901,290,Destruction/Damage/Vandalism of Property
2014,2014000000127,1/1/2014 6:21:00,21,OSCEOLA AV,Worcester,MA,01606,2003000006153,42.308662,-71.781901,90N,Resisting Arrest
2014,2014000000127,1/1/2014 6:21:00,21,OSCEOLA AV,Worcester,MA,01606,2003000006153,42.308662,-71.781901,90J,Trespass of Real Property
2014,2014000000145,1/1/2014 7:47:00,27,ESTHER ST,Worcester,MA,01607,2003000008604,42.239591,-71.796627,13C,Assault - Intimidation
2014,2014000000145,1/1/2014 7:47:00,27,ESTHER ST,Worcester,MA,01607,2003000008604,42.239591,-71.796627,290,Destruction/Damage/Vandalism of Property
2014,2014000000159,1/1/2014 8:57:00,114,EASTERN AV,Worcester,MA,01605,2003000000548,42.271182,-71.789767,240,Motor Vehicle Theft
2014,2014000000174,1/1/2014 10:08:00,229,CAMBRIDGE ST,Worcester,MA,01603,2001000002298,42.243606,-71.820756,35A,Drug/Narcotic Violations
2014,2014000000174,1/1/2014 10:08:00,229,CAMBRIDGE ST,Worcester,MA,01603,2001000002298,42.243606,-71.820756,90Z,All Other Offenses
2014,2014000000176,1/1/2014 10:09:00,1,BLAIR ST,Worcester,MA,01602,2001000004755,42.279607,-71.839663,23H,All Other Thefts
2014,2014000000186,1/1/2014 10:54:00,50,WHISPER DR,Worcester,MA,01609,2003000018324,42.295624,-71.845987,26B,Credit Card/Automatic Teller Fraud
2014,2014000000187,1/1/2014 10:55:00,25,TOBIAS BOLAND WAY,Worcester,MA,01607,2005000007861,42.2333325,-71.7915193,23F,Theft from Motor Vehicle
2014,2014000000191,1/1/2014 11:12:00,370,MAIN ST,Worcester,MA,01608,2003000006454,42.264841,-71.802204,23H,All Other Thefts
2014,2014000000194,1/1/2014 11:18:00,50,FRANKLIN ST,Worcester,MA,01608,2001000008160,42.261247,-71.801645,220,Burglary/Breaking & Entering
2014,2014000000202,1/1/2014 11:54:00,50,ENDICOTT ST,Worcester,MA,01610,2004000013315,42.250852,-71.801666,35A,Drug/Narcotic Violations
2014,2014000000205,1/1/2014 12:00:00,95,GAGE ST,Worcester,MA,01605,2004000001051,42.268657,-71.788443,290,Destruction/Damage/Vandalism of Property
2014,2014000000209,1/1/2014 12:41:00,156,MAY ST,Worcester,MA,01602,2004000000693,42.259788,-71.831493,220,Burglary/Breaking & Entering
2014,2014000000210,1/1/2014 12:46:00,95,GAGE ST,Worcester,MA,01605,2004000001051,42.268657,-71.788443,290,Destruction/Damage/Vandalism of Property
2014,2014000000211,1/1/2014 12:48:00,3,QUEEN ST,Worcester,MA,01609,2001000001697,42.260897,-71.813424,35A,Drug/Narcotic Violations
2014,2014000000216,1/1/2014 13:11:00,41,COURTLAND ST,Worcester,MA,01602,2001000006508,42.262374,-71.831664,23H,All Other Thefts
2014,2014000000216,1/1/2014 13:11:00,41,COURTLAND ST,Worcester,MA,01602,2001000006508,42.262374,-71.831664,250,Counterfeiting/Forgery
2014,2014000000238,1/1/2014 14:43:00,35,MONTAGUE ST,Worcester,MA,01605,2003000016595,42.246788,-71.841021,23H,All Other Thefts
2014,2014000000242,1/1/2014 15:39:00,70,VALE ST,Worcester,MA,01604,2003000015109,42.250814,-71.787249,220,Burglary/Breaking & Entering
2014,2014000000244,1/1/2014 15:52:00,120,DORCHESTER ST,Worcester,MA,01604,2003000001262,42.25177,-71.787345,220,Burglary/Breaking & Entering
2014,2014000000253,1/1/2014 16:38:00,830,W BOYLSTON ST,Worcester,MA,01606,2003000000897,42.322013,-71.794131,13A,Aggravated Assault
2014,2014000000259,1/1/2014 17:20:00,82,ALVARADO AV,Worcester,MA,01604,2003000024854,42.267504,-71.761061,13C,Assault - Intimidation
2014,2014000000262,1/1/2014 17:33:00,4,WOODBINE ST,Worcester,MA,01603,2003000018158,42.251368,-71.827126,280,Stolen Property Offenses
2014,2014000000266,1/1/2014 17:41:00,26,HAWLEY ST,Worcester,MA,01609,2003000002016,42.261872,-71.812056,35A,Drug/Narcotic Violations
2014,2014000000266,1/1/2014 17:41:00,26,HAWLEY ST,Worcester,MA,01609,2003000002016,42.261872,-71.812056,90J,Trespass of Real Property
2014,2014000000268,1/1/2014 17:49:00,765,MAIN ST,Worcester,MA,01610,2001000009216,42.257058,-71.809454,13B,Simple Assault
2014,2014000000275,1/1/2014 18:33:00,143,CAMBRIDGE ST,Worcester,MA,01603,2003000008534,42.243756,-71.825097,13C,Assault - Intimidation
2014,2014000000278,1/1/2014 18:49:00,3,THAYER ST,Worcester,MA,01603,2003000021077,42.254696,-71.831597,220,Burglary/Breaking & Entering
2014,2014000000278,1/1/2014 18:49:00,3,THAYER ST,Worcester,MA,01603,2003000021077,42.254696,-71.831597,90Z,All Other Offenses
2014,2014000000288,1/1/2014 19:32:00,66,WINDSOR ST,Worcester,MA,01605,2003000010764,42.28349,-71.789246,13B,Simple Assault
2014,2014000000306,1/1/2014 20:48:00,550,CAMBRIDGE ST,Worcester,MA,01610,2003000007736,42.244363,-71.808312,120,Robbery
2014,2014000000306,1/1/2014 20:48:00,550,CAMBRIDGE ST,Worcester,MA,01610,2003000007736,42.244363,-71.808312,100,Kidnapping/Abduction
2014,2014000000311,1/1/2014 21:14:00,14,KING ST,Worcester,MA,01610,2003000005457,42.256292,-71.813899,13B,Simple Assault
2014,2014000000325,1/1/2014 22:36:00,304,BELMONT ST,Worcester,MA,01605,2001000005053,42.273506,-71.768404,90D,Driving Under the Influence
2014,2014000000332,1/1/2014 23:22:00,339,BROOKS ST,Worcester,MA,01606,2003000027479,42.326529,-71.799022,220,Burglary/Breaking & Entering
2014,2014000000355,1/2/2014 2:15:00,779,MAIN ST,Worcester,MA,01610,2003000008947,42.256313,-71.810872,13A,Aggravated Assault
2014,2014000000363,1/2/2014 3:47:00,256,GRAFTON ST,Worcester,MA,01604,2002000000369,42.256322,-71.78885,120,Robbery
2014,2014000000365,1/2/2014 3:57:00,15,SIGOURNEY ST,Worcester,MA,01605,2003000005876,42.283295,-71.800585,13B,Simple Assault
2014,2014000000379,1/2/2014 6:34:00,1,MERCANTILE ST,Worcester,MA,01608,2013000000290,42.2637165,-71.7979082,90J,Trespass of Real Property
2014,2014000000379,1/2/2014 6:34:00,1,MERCANTILE ST,Worcester,MA,01608,2013000000290,42.2637165,-71.7979082,90C,Disorderly Conduct
2014,2014000000388,1/1/2014 20:30:00,161,INGLESIDE AV,Worcester,MA,01604,2003000008482,42.253643,-71.779984,290,Destruction/Damage/Vandalism of Property
2014,2014000000389,1/1/2014 22:00:00,11,SUFFIELD ST,Worcester,MA,01610,2002000000641,42.24977,-71.795827,23F,Theft from Motor Vehicle
2014,2014000000397,1/2/2014 8:47:00,25,QUEEN ST,Worcester,MA,01609,2004000002384,42.259035,-71.813555,13A,Aggravated Assault
2014,2014000000418,1/2/2014 10:37:00,892,MAIN ST,Worcester,MA,01610,2001000001968,42.252597,-71.818058,26A,False Pretense/Swindle/Confidence Game
2014,2014000000435,1/2/2014 12:07:00,146,ELM ST,Worcester,MA,01609,2003000003910,42.266065,-71.817319,13B,Simple Assault
2014,2014000000465,1/2/2014 15:01:00,17,ARLINGTON ST,Worcester,MA,01604,2004000004671,42.253241,-71.793377,13C,Assault - Intimidation
2014,2014000000478,1/2/2014 14:30:00,10,WISER AV,Worcester,MA,01607,2014000000013,42.2280796,-71.7924044,23G,Theft of Motor Vehicle Parts
2014,2014000000489,1/2/2014 16:17:00,26,MINTHORNE ST,Worcester,MA,01603,2005000010656,42.256918,-71.835085,290,Destruction/Damage/Vandalism of Property
2014,2014000000492,1/2/2014 16:30:00,167,LINCOLN ST,Worcester,MA,01605,2003000000401,42.279703,-71.793223,13B,Simple Assault
2014,2014000000496,1/2/2014 16:55:00,2,GARDNER TER,Worcester,MA,01610,2001000003570,42.251684,-71.817906,220,Burglary/Breaking & Entering
2014,2014000000509,1/2/2014 17:39:00,373,CAMBRIDGE ST,Worcester,MA,01603,2003000004209,42.243768,-71.81539,220,Burglary/Breaking & Entering
2014,2014000000510,1/2/2014 17:40:00,3,GENESEE ST,Worcester,MA,01603,2007000000174,42.237608,-71.843848,220,Burglary/Breaking & Entering
2014,2014000000511,1/2/2014 17:41:00,13,MENDON ST,Worcester,MA,01604,2003000016618,42.255091,-71.788032,100,Kidnapping/Abduction
2014,2014000000511,1/2/2014 17:41:00,13,MENDON ST,Worcester,MA,01604,2003000016618,42.255091,-71.788032,13A,Aggravated Assault
2014,2014000000535,1/2/2014 19:51:00,50,CAMBRIDGE ST,Worcester,MA,01603,2003000005327,42.243002,-71.829749,23C,Shoplifting
2014,2014000000549,1/2/2014 20:32:00,393,CHANDLER ST,Worcester,MA,01602,2003000004070,42.263475,-71.831786,13A,Aggravated Assault
2014,2014000000555,1/2/2014 21:18:00,199,CHANDLER ST,Worcester,MA,01609,2001000003464,42.260883,-71.816786,120,Robbery
2014,2014000000562,1/2/2014 21:42:00,93,SOUTHGATE ST,Worcester,MA,01610,2003000012291,42.2456,-71.81746,220,Burglary/Breaking & Entering
2014,2014000000562,1/2/2014 21:42:00,93,SOUTHGATE ST,Worcester,MA,01610,2003000012291,42.2456,-71.81746,13A,Aggravated Assault
2014,2014000000571,1/2/2014 22:35:00,1,FAY ST,Worcester,MA,01604,2003000000141,42.25672,-71.788042,520,Weapon Law Violation
2014,2014000000571,1/2/2014 22:35:00,1,FAY ST,Worcester,MA,01604,2003000000141,42.25672,-71.788042,13B,Simple Assault
2014,2014000000573,1/2/2014 22:39:00,79,PLEASANT ST,Worcester,MA,01609,2003000000419,42.263865,-71.804923,13A,Aggravated Assault
2014,2014000000664,1/1/2014 17:00:00,344,LAKE AV N,Worcester,MA,01605,2005000007090,42.289834,-71.75868,290,Destruction/Damage/Vandalism of Property
2014,2014000000679,1/3/2014 10:01:00,6,HARLOW ST,Worcester,MA,01605,2001000001703,42.283635,-71.79296,290,Destruction/Damage/Vandalism of Property
2014,2014000000687,1/1/2014 9:00:00,23,ADDISON ST,Worcester,MA,01604,2003000005588,42.251107,-71.786026,23G,Theft of Motor Vehicle Parts
2014,2014000000696,1/3/2014 10:57:00,19,OLIVER ST,Worcester,MA,01603,2003000004219,42.251094,-71.828242,26B,Credit Card/Automatic Teller Fraud
2014,2014000000733,1/3/2014 13:14:00,161,MOUNTAIN ST W,Worcester,MA,01606,2003000000140,42.326849,-71.802328,290,Destruction/Damage/Vandalism of Property
2014,2014000000766,1/2/2014 18:00:00,124,LINCOLN ST,Worcester,MA,01605,2002000001079,42.277246,-71.794905,23F,Theft from Motor Vehicle
2014,2014000000791,1/3/2014 16:03:00,481,LINCOLN ST,Worcester,MA,01605,2003000002109,42.293241,-71.777481,26B,Credit Card/Automatic Teller Fraud
2014,2014000000821,1/3/2014 14:00:00,765,MAIN ST,Worcester,MA,01610,2001000009216,42.257058,-71.809454,23H,All Other Thefts
2014,2014000000825,1/3/2014 17:28:00,48,GIBBS ST,Worcester,MA,01607,2003000002216,42.234147,-71.787757,26B,Credit Card/Automatic Teller Fraud
2014,2014000000828,1/3/2014 17:31:00,182,LOVELL ST,Worcester,MA,01603,2005000006813,42.256474,-71.83123,23H,All Other Thefts
2014,2014000000844,1/3/2014 18:14:00,25,TOBIAS BOLAND WAY,Worcester,MA,01607,2005000007861,42.2333325,-71.7915193,13C,Assault - Intimidation
2014,2014000000848,1/3/2014 18:30:00,25,TOBIAS BOLAND WAY,Worcester,MA,01607,2005000007861,42.2333325,-71.7915193,23H,All Other Thefts
2014,2014000000858,1/3/2014 19:05:00,505,PLANTATION ST,Worcester,MA,01605,2004000003539,42.285078,-71.762276,290,Destruction/Damage/Vandalism of Property
2014,2014000000891,1/3/2014 20:31:00,25,TOBIAS BOLAND WAY,Worcester,MA,01607,2005000007861,42.2333325,-71.7915193,90C,Disorderly Conduct
2014,2014000000891,1/3/2014 20:31:00,25,TOBIAS BOLAND WAY,Worcester,MA,01607,2005000007861,42.2333325,-71.7915193,90J,Trespass of Real Property
2014,2014000000891,1/3/2014 20:31:00,25,TOBIAS BOLAND WAY,Worcester,MA,01607,2005000007861,42.2333325,-71.7915193,90N,Resisting Arrest
2014,2014000000891,1/3/2014 20:31:00,25,TOBIAS BOLAND WAY,Worcester,MA,01607,2005000007861,42.2333325,-71.7915193,13A,Aggravated Assault
2014,2014000000970,1/4/2014 2:20:00,981,MAIN ST,Worcester,MA,01603,2003000009861,42.248662,-71.825059,13A,Aggravated Assault
2014,2014000000970,1/4/2014 2:20:00,981,MAIN ST,Worcester,MA,01603,2003000009861,42.248662,-71.825059,90Z,All Other Offenses
2014,2014000000971,1/4/2014 2:25:00,10,RUTLEDGE ST,Worcester,MA,01604,2001000007697,42.245124,-71.785804,13B,Simple Assault
2014,2014000000983,1/4/2014 3:12:00,50,FRANKLIN ST,Worcester,MA,01608,2001000008160,42.261247,-71.801645,220,Burglary/Breaking & Entering
2014,2014000000983,1/4/2014 3:12:00,50,FRANKLIN ST,Worcester,MA,01608,2001000008160,42.261247,-71.801645,35A,Drug/Narcotic Violations
2014,2014000000983,1/4/2014 3:12:00,50,FRANKLIN ST,Worcester,MA,01608,2001000008160,42.261247,-71.801645,520,Weapon Law Violation
2014,2014000000983,1/4/2014 3:12:00,50,FRANKLIN ST,Worcester,MA,01608,2001000008160,42.261247,-71.801645,13A,Aggravated Assault
2014,2014000001039,1/4/2014 10:13:00,244,CHANDLER ST,Worcester,MA,01602,2001000006567,42.261493,-71.820754,90C,Disorderly Conduct
2014,2014000001039,1/4/2014 10:13:00,244,CHANDLER ST,Worcester,MA,01602,2001000006567,42.261493,-71.820754,90Z,All Other Offenses
2014,2014000001052,1/3/2014 16:30:00,1283,MAIN ST,Worcester,MA,01603,2003000000748,42.242061,-71.844918,23H,All Other Thefts
2014,2014000001096,1/4/2014 13:17:00,117,GOLD STAR BLVD,Worcester,MA,01606,2002000000443,42.291984,-71.803772,23C,Shoplifting
2014,2014000001100,1/4/2014 13:33:00,33,CUTLER ST,Worcester,MA,01604,2003000007518,42.254525,-71.786665,13B,Simple Assault
2014,2014000001129,1/4/2014 15:14:00,42,WILLIAM ST,Worcester,MA,01609,2003000026595,42.267665,-71.807907,290,Destruction/Damage/Vandalism of Property
2014,2014000001134,1/4/2014 15:23:00,17,DUXBURY RD,Worcester,MA,01605,2003000004286,42.284266,-71.790166,23G,Theft of Motor Vehicle Parts
2014,2014000001134,1/4/2014 15:23:00,17,DUXBURY RD,Worcester,MA,01605,2003000004286,42.284266,-71.790166,290,Destruction/Damage/Vandalism of Property
2014,2014000001136,1/4/2014 15:29:00,50,FOSTER ST,Worcester,MA,01608,2001000002718,42.26436,-71.798487,23H,All Other Thefts
2014,2014000001137,1/4/2014 15:38:00,4,ROSE ST,Worcester,MA,01607,2011000001550,42.240283,-71.796017,220,Burglary/Breaking & Entering
2014,2014000001162,1/4/2014 16:48:00,27,KINGSBURY ST,Worcester,MA,01610,2003000008377,42.256886,-71.816769,13A,Aggravated Assault
2014,2014000001212,1/4/2014 20:07:00,751,MAIN ST,Worcester,MA,01610,2003000008467,42.25725,-71.809097,240,Motor Vehicle Theft
2014,2014000001220,1/4/2014 20:34:00,117,GOLD STAR BLVD,Worcester,MA,01606,2002000000443,42.291984,-71.803772,23C,Shoplifting
2014,2014000001235,1/4/2014 21:44:00,140,GRAND ST,Worcester,MA,01610,2010000005346,42.246329,-71.815524,13A,Aggravated Assault
2014,2014000001257,1/4/2014 23:00:00,175,COMMERCIAL ST,Worcester,MA,01608,2003000022443,42.264396,-71.799736,240,Motor Vehicle Theft
